ukb_code	uniprot_id	protein_name	gene_symbol	chr_hg19	start_bp_hg19	end_bp_hg19	olink_panel
300	Q96EU7	C1GALT1-specific chaperone 1	C1GALT1C1	X	119759648	119764005	Cardiometabolic II
301	P02745	Complement C1q subcomponent subunit A	C1QA	1	22962999	22966101	Inflammation
302	Q07021	Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP	17	5336097	5352150	Neurology II
303	Q7Z5L3	Complement C1q-like protein 2	C1QL2	2	119913819	119916465	Inflammation II
304	Q9BXJ1	Complement C1q tumor necrosis factor-related protein 1	C1QTNF1	17	77018896	77045870	Cardiometabolic
305	Q9BXJ0	Complement C1q tumor necrosis factor-related protein 5	C1QTNF5	11	119209652	119217383	Inflammation II
306	Q9BXI9	Complement C1q tumor necrosis factor-related protein 6	C1QTNF6	22	37576207	37595425	Neurology II
307	P0C862	Complement C1q and tumor necrosis factor-related protein 9A	C1QTNF9	13	24881304	24896673	Inflammation II
308	P00736	Complement C1r subcomponent	C1R	12	7187513	7245203	Inflammation II
309	Q9NZP8	Complement C1r subcomponent-like protein	C1RL	12	7242183	7261869	Inflammation II
310	P09871	Complement C1s subcomponent	C1S	12	7096351	7178336	Inflammation II
311	P06681	Complement C2	C2	6	31865562	31913449	Cardiometabolic
312	O14523	Phospholipid transfer protein C2CD2L	C2CD2L	11	118972908	118989252	Neurology
313	Q8N8R5	UPF0565 protein C2orf69	C2orf69	2	200775979	200820658	Neurology II
314	P01024	Complement C3	C3	19	6677715	6730573	Inflammation II
315	P20851	C4b-binding protein beta chain	C4BPB	1	207262187	207273338	Oncology
316	P01031	Complement C5	C5	9	123714616	123812554	Inflammation II
317	P10643	Complement component C7	C7	5	40909354	40983041	Inflammation II
318	Q9BRJ6	Uncharacterized protein C7orf50	C7orf50	7	1036622	1177896	Neurology II
319	P07358	Complement component C8 beta chain	C8B	1	57394883	57431813	Inflammation II
320	P02748	Complement component C9	C9	5	39284364	39424970	Inflammation II
321	Q8IXQ3	Uncharacterized protein C9orf40	C9orf40	9	77561497	77567802	Oncology II
322	P00915	Carbonic anhydrase 1	CA1	8	86239837	86291243	Cardiometabolic
323	O75493	Carbonic anhydrase-related protein 11	CA11	19	49141199	49149569	Oncology
324	O43570	Carbonic anhydrase 12	CA12	15	63613577	63674360	Oncology
325	Q8N1Q1	Carbonic anhydrase 13	CA13	8	86132816	86196302	Cardiometabolic
326	Q9ULX7	Carbonic anhydrase 14	CA14	1	150229554	150237478	Oncology
327	P00918	Carbonic anhydrase 2	CA2	8	86376081	86393722	Neurology
328	P07451	Carbonic anhydrase 3	CA3	8	86285665	86361269	Cardiometabolic
329	P22748	Carbonic anhydrase 4	CA4	17	58227297	58248260	Cardiometabolic
330	P35218	Carbonic anhydrase 5A, mitochondrial	CA5A	16	87921625	87970135	Cardiometabolic
331	P23280	Carbonic anhydrase 6	CA6	1	9005926	9035151	Neurology
332	P43166	Carbonic anhydrase 7	CA7	16	66878282	66888056	Oncology II
333	P35219	Carbonic anhydrase-related protein	CA8	8	61099906	61193971	Inflammation II
334	Q16790	Carbonic anhydrase 9	CA9	9	35673853	35681156	Oncology
335	Q9NPB3	Calcium-binding protein 2	CABP2	11	67286383	67290899	Neurology II
336	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	CACNA1C	12	2079952	2802108	Neurology II
337	O95180	Voltage-dependent T-type calcium channel subunit alpha-1H	CACNA1H	16	1203241	1271771	Cardiometabolic II
338	Q02641	Voltage-dependent L-type calcium channel subunit beta-1	CACNB1	17	37329709	37353956	Neurology II
339	P54284	Voltage-dependent L-type calcium channel subunit beta-3	CACNB3	12	49207577	49222724	Neurology II
340	Q9HB71	Calcyclin-binding protein	CACYBP	1	174968300	174980851	Inflammation II
341	Q9ULU8	Calcium-dependent secretion activator 1	CADPS	3	62384022	62861054	Neurology II
342	P05937	Calbindin	CALB1	8	91070836	91107703	Oncology
343	P22676	Calretinin	CALB2	16	71392616	71424341	Neurology
344	P01258	Calcitonin	CALCA	11	14988214	14993900	Neurology
345	P10092	Calcitonin gene-related peptide 2	CALCB	11	14926543	15103888	Neurology II
346	Q9P1Z2	Calcium-binding and coiled-coil domain-containing protein 1	CALCOCO1	12	54104903	54121529	Oncology
347	Q13137	Calcium-binding and coiled-coil domain-containing protein 2	CALCOCO2	17	46908350	46943884	Cardiometabolic II
348	Q9NYX4	Neuron-specific vesicular protein calcyon	CALY	10	135138927	135150475	Cardiometabolic II
349	Q8N5S9	Calcium/calmodulin-dependent protein kinase kinase 1	CAMKK1	17	3763609	3798185	Oncology
350	P49069	Guided entry of tail-anchored proteins factor CAMLG	CAMLG	5	134074191	134087847	Neurology II
351	Q5T5Y3	Calmodulin-regulated spectrin-associated protein 1	CAMSAP1	9	138700333	138799074	Neurology II
352	Q8WVQ1	Soluble calcium-activated nucleotidase 1	CANT1	17	76987799	77005949	Cardiometabolic
353	P40121	Macrophage-capping protein	CAPG	2	85621871	85645555	Oncology
354	P20807	Calpain-3	CAPN3	15	42640301	42704516	Oncology II
355	Q13938	Calcyphosin	CAPS	19	5911718	5915888	Neurology II
356	Q9Y2V2	Calcium-regulated heat-stable protein 1	CARHSP1	16	8946799	8962866	Neurology
357	O15234	Protein CASC3	CASC3	17	38296571	38328436	Neurology II
358	P29466	Caspase-1	CASP1	11	104896170	104972158	Neurology
359	Q92851	Caspase-10	CASP10	2	202047604	202094129	Neurology
360	P42575	Caspase-2	CASP2	7	142985308	143004789	Inflammation
361	P42574	Caspase-3	CASP3	4	185548850	185570663	Cardiometabolic
362	P49662	Caspase-4	CASP4	11	104813593	104840163	Oncology II
363	P55210	Caspase-7	CASP7	10	115438942	115490662	Neurology II
364	Q14790	Caspase-8	CASP8	2	202098166	202152434	Oncology
365	P55211	Caspase-9	CASP9	1	15817327	15853029	Inflammation II
366	O14958	Calsequestrin-2	CASQ2	1	116242628	116311402	Cardiometabolic II
367	P04040	Catalase	CAT	11	34460472	34493609	Inflammation II
368	P27352	Cobalamin binding intrinsic factor	CBLIF	11	59596741	59612974	Cardiometabolic
369	P23435	Cerebellin-1	CBLN1	16	49311828	49315742	Neurology II
370	Q9NTU7	Cerebellin-4	CBLN4	20	54572496	54580528	Oncology
371	P35520	Cystathionine beta-synthase	CBS	21	44473301	44497053	Cardiometabolic II
372	Q14781	Chromobox protein homolog 2	CBX2	17	77751931	77761782	Cardiometabolic II
373	Q6P1N0	Coiled-coil and C2 domain-containing protein 1A	CC2D1A	19	14017014	14041692	Neurology
374	Q8N163	Cell cycle and apoptosis regulator protein 2	CCAR2	8	22462145	22479027	Neurology II
375	Q9H6E4	Coiled-coil domain-containing protein 134	CCDC134	22	42196683	42222303	Oncology II
376	Q8IWP9	Coiled-coil domain-containing protein 28A	CCDC28A	6	139094657	139114456	Neurology II
377	Q8IVM0	Coiled-coil domain-containing protein 50	CCDC50	3	191046866	191116459	Neurology II
378	Q76M96	Coiled-coil domain-containing protein 80	CCDC80	3	112323407	112368377	Cardiometabolic
379	I3L3R5	Coiled-coil domain-containing glutamate-rich protein 2	CCER2	19	39399620	39402798	Cardiometabolic II
380	P51671	Eotaxin	CCL11	17	32612687	32615353	Inflammation
381	Q99616	C-C motif chemokine 13	CCL13	17	32683471	32685629	Inflammation
382	Q16627	C-C motif chemokine 14	CCL14	17	34310327	34329100	Cardiometabolic
383	Q16663	C-C motif chemokine 15	CCL15	17	34323476	34329084	Cardiometabolic
384	O15467	C-C motif chemokine 16	CCL16	17	34303529	34308532	Cardiometabolic
385	Q92583	C-C motif chemokine 17	CCL17	16	57438679	57449974	Inflammation
386	P55774	C-C motif chemokine 18	CCL18	17	34391640	34399392	Cardiometabolic
387	Q99731	C-C motif chemokine 19	CCL19	9	34689564	34691274	Neurology
388	P13500	C-C motif chemokine 2	CCL2	17	32582304	32584222	Neurology
389	P78556	C-C motif chemokine 20	CCL20	2	228678558	228682272	Inflammation
390	O00585	C-C motif chemokine 21	CCL21	9	34709002	34710121	Inflammation
391	O00626	C-C motif chemokine 22	CCL22	16	57392684	57400102	Inflammation
392	P55773	C-C motif chemokine 23	CCL23	17	34340096	34345005	Inflammation
393	O00175	C-C motif chemokine 24	CCL24	7	75440983	75452674	Inflammation
394	O15444	C-C motif chemokine 25	CCL25	19	8117651	8127534	Inflammation
395	Q9Y258	C-C motif chemokine 26	CCL26	7	75398851	75419214	Inflammation
396	Q9Y4X3	C-C motif chemokine 27	CCL27	9	34661877	34664045	Cardiometabolic
397	Q9NRJ3	C-C motif chemokine 28	CCL28	5	43376747	43412493	Inflammation
398	P10147	C-C motif chemokine 3	CCL3	17	34415602	34417515	Inflammation
399	P13236	C-C motif chemokine 4	CCL4	17	34430983	34433014	Inflammation
400	P13501	C-C motif chemokine 5	CCL5	17	34198495	34207797	Cardiometabolic
401	P80098	C-C motif chemokine 7	CCL7	17	32597240	32599261	Inflammation
402	P80075	C-C motif chemokine 8	CCL8	17	32646055	32648421	Oncology
403	O00622	CCN family member 1	CCN1	1	86046444	86049645	Oncology
404	P29279	CCN family member 2	CCN2	6	132269316	132272513	Inflammation
405	P48745	CCN family member 3	CCN3	8	120428546	120436593	Cardiometabolic
406	O95388	CCN family member 4	CCN4	8	134203282	134242587	Oncology
407	O76076	CCN family member 5	CCN5	20	43343485	43357150	Neurology
408	P30279	G1/S-specific cyclin-D2	CCND2	12	4382938	4414516	Oncology II
409	P24864	G1/S-specific cyclin-E1	CCNE1	19	30302805	30315215	Inflammation II
410	O14618	Copper chaperone for superoxide dismutase	CCS	11	66360292	66373490	Neurology
411	P48643	T-complex protein 1 subunit epsilon	CCT5	5	10250033	10266524	Oncology
412	Q93033	Immunoglobulin superfamily member 2	CD101	1	117544382	117579167	Oncology II
413	Q6YHK3	CD109 antigen	CD109	6	74405508	74538040	Neurology
414	P08571	Monocyte differentiation antigen CD14	CD14	5	140011313	140013286	Cardiometabolic
415	O95971	CD160 antigen	CD160	1	145695798	145715614	Inflammation
416	Q86VB7	Scavenger receptor cysteine-rich type 1 protein M130	CD163	12	7623409	7656489	Cardiometabolic
417	Q04900	Sialomucin core protein 24	CD164	6	109687717	109703762	Neurology
418	Q6UWJ8	CD164 sialomucin-like 2 protein	CD164L2	1	27705666	27709870	Neurology II
419	Q8N6Q3	CD177 antigen	CD177	19	43857811	43867480	Neurology
420	P29017	T-cell surface glycoprotein CD1c	CD1C	1	158259576	158263420	Oncology
421	P06729	T-cell surface antigen CD2	CD2	1	117297007	117311850	Cardiometabolic II
422	P41217	OX-2 membrane glycoprotein	CD200	3	112051194	112081659	Inflammation
423	Q8TD46	Cell surface glycoprotein CD200 receptor 1	CD200R1	3	112640056	112693969	Inflammation
424	Q9UJ71	C-type lectin domain family 4 member K	CD207	2	71057347	71062952	Oncology
425	Q9NNX6	CD209 antigen	CD209	19	7804879	7812464	Cardiometabolic
426	P20273	B-cell receptor CD22	CD22	19	35810164	35838258	Inflammation
427	Q15762	CD226 antigen	CD226	18	67498394	67629039	Inflammation II
428	Q9BZW8	Natural killer cell receptor 2B4	CD244	1	160799950	160832692	Inflammation
429	Q9HCU0	Endosialin	CD248	11	66081958	66084515	Cardiometabolic II
430	P26842	CD27 antigen	CD27	12	6554033	6560884	Oncology
431	Q9NZQ7	Programmed cell death 1 ligand 1	CD274	9	5450503	5470566	Neurology
432	Q5ZPR3	CD276 antigen	CD276	15	73976307	74006859	Inflammation
433	P10747	T-cell-specific surface glycoprotein CD28	CD28	2	204571198	204603635	Oncology
434	Q9Y5K6	CD2-associated protein	CD2AP	6	47445525	47594999	Cardiometabolic
435	Q9UGN4	CMRF35-like molecule 8	CD300A	17	72462555	72480933	Inflammation II
436	Q08708	CMRF35-like molecule 6	CD300C	17	72537247	72542282	Neurology
437	Q496F6	CMRF35-like molecule 2	CD300E	17	72606026	72619897	Oncology
438	Q8TDQ1	CMRF35-like molecule 1	CD300LF	17	72690452	72709117	Oncology
439	Q6UXG3	CMRF35-like molecule 9	CD300LG	17	41924516	41940997	Neurology
440	Q8IX05	CD302 antigen	CD302	2	160625364	160654753	Oncology
441	P20138	Myeloid cell surface antigen CD33	CD33	19	51728320	51747115	Oncology
442	P28906	Hematopoietic progenitor cell antigen CD34	CD34	1	208057594	208084747	Neurology
443	P16671	Platelet glycoprotein 4	CD36	7	79998891	80308593	Inflammation II
444	P28907	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	CD38	4	15779898	15854853	Oncology
445	P04234	T-cell surface glycoprotein CD3 delta chain	CD3D	11	118209669	118213459	Neurology II
446	P07766	T-cell surface glycoprotein CD3 epsilon chain	CD3E	11	118175260	118186890	Oncology II
447	P09693	T-cell surface glycoprotein CD3 gamma chain	CD3G	11	118215059	118225876	Inflammation II
448	P01730	T-cell surface glycoprotein CD4	CD4	12	6896024	6929974	Inflammation
449	P25942	Tumor necrosis factor receptor superfamily member 5	CD40	20	44746911	44758502	Inflammation
450	P29965	CD40 ligand	CD40LG	X	135730352	135742549	Inflammation
451	P15529	Membrane cofactor protein	CD46	1	207925402	207968858	Cardiometabolic
452	P09326	CD48 antigen	CD48	1	160648536	160681641	Inflammation
453	P06127	T-cell surface glycoprotein CD5	CD5	11	60869867	60895324	Oncology
454	P08174	Complement decay-accelerating factor	CD55	1	207494853	207534311	Cardiometabolic
455	P19256	Lymphocyte function-associated antigen 3	CD58	1	117057157	117113661	Inflammation
456	P13987	CD59 glycoprotein	CD59	11	33719807	33757991	Cardiometabolic
457	O43866	CD5 antigen-like	CD5L	1	157800704	157868046	Inflammation II
458	P30203	T-cell differentiation antigen CD6	CD6	11	60739115	60787849	Inflammation
459	P08962	CD63 antigen	CD63	12	56119107	56123491	Neurology
460	Q07108	Early activation antigen CD69	CD69	12	9905082	9913497	Cardiometabolic
461	P09564	T-cell antigen CD7	CD7	17	80272744	80275478	Inflammation II
462	P32970	CD70 antigen	CD70	19	6583194	6604114	Inflammation
463	P21854	B-cell differentiation antigen CD72	CD72	9	35609530	35646807	Inflammation II
464	P04233	HLA class II histocompatibility antigen gamma chain	CD74	5	149781200	149792492	Neurology
465	P40259	B-cell antigen receptor complex-associated protein beta chain	CD79B	17	62006100	62009714	Inflammation
466	P33681	T-lymphocyte activation antigen CD80	CD80	3	119243140	119278449	Cardiometabolic II
467	P27701	CD82 antigen	CD82	11	44585977	44641913	Oncology II
468	Q01151	CD83 antigen	CD83	6	14117872	14137149	Inflammation
469	Q9UIB8	SLAM family member 5	CD84	1	160510885	160549306	Inflammation
470	P42081	T-lymphocyte activation antigen CD86	CD86	3	121774213	121839983	Oncology II
471	P01732	T-cell surface glycoprotein CD8 alpha chain	CD8A	2	87011729	87035519	Neurology
472	Q9NPY3	Complement component C1q receptor	CD93	20	23059986	23066977	Cardiometabolic
473	P14209	CD99 antigen	CD99	X	2609220	2659350	Neurology
474	Q8TCZ2	CD99 antigen-like protein 2	CD99L2	X	149934810	150067289	Neurology
475	P32320	Cytidine deaminase	CDA	1	20915441	20945401	Cardiometabolic II
476	Q8IWY9	Codanin-1	CDAN1	15	43015757	43029324	Neurology II
477	O75794	Cell division cycle protein 123 homolog	CDC123	10	12237964	12292588	Oncology II
478	P30304	M-phase inducer phosphatase 1	CDC25A	3	48198636	48229892	Oncology II
479	Q8NHZ8	Anaphase-promoting complex subunit CDC26	CDC26	9	116018115	116037869	Oncology II
480	P30260	Cell division cycle protein 27 homolog	CDC27	17	45195069	45266788	Oncology
481	Q16543	Hsp90 co-chaperone Cdc37	CDC37	19	10501810	10530797	Oncology
482	Q9Y5S2	Serine/threonine-protein kinase MRCK beta	CDC42BPB	14	103398716	103523799	Oncology II
483	Q9H5V8	CUB domain-containing protein 1	CDCP1	3	45123770	45187914	Neurology
484	P12830	Cadherin-1	CDH1	16	68771128	68869451	Cardiometabolic
485	P55291	Cadherin-15	CDH15	16	89238175	89261900	Neurology
486	Q12864	Cadherin-17	CDH17	8	95139399	95229531	Cardiometabolic
487	P19022	Cadherin-2	CDH2	18	25530930	25757410	Cardiometabolic
488	Q9UJ99	Cadherin-22	CDH22	20	44802372	44937137	Oncology II
489	Q9H251	Cadherin-23	CDH23	10	73156691	73575702	Neurology II
490	P22223	Cadherin-3	CDH3	16	68670092	68756519	Neurology
491	P55283	Cadherin-4	CDH4	20	59827482	60515673	Neurology II
492	P33151	Cadherin-5	CDH5	16	66400533	66438686	Cardiometabolic
493	P55285	Cadherin-6	CDH6	5	31193857	31329253	Cardiometabolic
494	Q96JP9	Cadherin-related family member 1	CDHR1	10	85954410	85979377	Neurology
495	Q9BYE9	Cadherin-related family member 2	CDHR2	5	175969512	176022975	Oncology
496	Q9HBB8	Cadherin-related family member 5	CDHR5	11	616565	626078	Cardiometabolic
497	P06493	Cyclin-dependent kinase 1	CDK1	10	62538089	62554610	Oncology II
498	Q96JB5	CDK5 regulatory subunit-associated protein 3	CDK5RAP3	17	46045176	46059140	Neurology II
499	O76039	Cyclin-dependent kinase-like 5	CDKL5	X	18443703	18671749	Neurology II
500	P38936	Cyclin-dependent kinase inhibitor 1	CDKN1A	6	36644305	36655116	Oncology
501	P55273	Cyclin-dependent kinase 4 inhibitor D	CDKN2D	19	10677138	10679735	Oncology
502	Q49AH0	Cerebral dopamine neurotrophic factor	CDNF	10	14861249	14880574	Oncology
503	Q4KMG0	Cell adhesion molecule-related/down-regulated by oncogenes	CDON	11	125825691	125933230	Inflammation
504	Q15517	Corneodesmosin	CDSN	6	31082867	31088223	Inflammation
505	P13688	Carcinoembryonic antigen-related cell adhesion molecule 1	CEACAM1	19	43011456	43065386	Oncology
506	Q2WEN9	Carcinoembryonic antigen-related cell adhesion molecule 16	CEACAM16	19	45202421	45213986	Oncology II
507	A8MTB9	Carcinoembryonic antigen-related cell adhesion molecule 18	CEACAM18	19	51979838	51994206	Oncology II
508	Q7Z692	Carcinoembryonic antigen-related cell adhesion molecule 19	CEACAM19	19	45165545	45187631	Oncology II
509	Q6UY09	Carcinoembryonic antigen-related cell adhesion molecule 20	CEACAM20	19	45010211	45033698	Oncology II
510	Q3KPI0	Carcinoembryonic antigen-related cell adhesion molecule 21	CEACAM21	19	42055886	42093197	Inflammation
511	P40198	Carcinoembryonic antigen-related cell adhesion molecule 3	CEACAM3	19	42300369	42315591	Oncology
512	P06731	Carcinoembryonic antigen-related cell adhesion molecule 5	CEACAM5	19	42212504	42233718	Oncology
513	P40199	Carcinoembryonic antigen-related cell adhesion molecule 6	CEACAM6	19	42254885	42276113	Cardiometabolic II
514	P31997	Carcinoembryonic antigen-related cell adhesion molecule 8	CEACAM8	19	43084393	43099207	Cardiometabolic
515	P49715	CCAAT/enhancer-binding protein alpha	CEBPA	19	33790840	33793470	Inflammation II
516	P17676	CCAAT/enhancer-binding protein beta	CEBPB	20	48807376	48809212	Cardiometabolic
517	P08217	Chymotrypsin-like elastase family member 2A	CELA2A	1	15783223	15798586	Cardiometabolic II
518	P09093	Chymotrypsin-like elastase family member 3A	CELA3A	1	22328149	22339032	Cardiometabolic
519	Q9HCU4	Cadherin EGF LAG seven-pass G-type receptor 2	CELSR2	1	109792641	109818372	Inflammation II
520	Q9UHN6	Cell surface hyaluronidase	CEMIP2	9	74298282	74431606	Inflammation II
521	Q8N111	Cell cycle exit and neuronal differentiation protein 1	CEND1	11	787104	790123	Neurology II
522	P49454	Centromere protein F	CENPF	1	214776538	214837931	Oncology II
523	Q9HC77	Centromere protein J	CENPJ	13	25457171	25497018	Oncology II
524	Q8N8E3	Centrosomal protein of 112 kDa	CEP112	17	63631656	64188202	Cardiometabolic II
525	O94986	Centrosomal protein of 152 kDa	CEP152	15	49005125	49103343	Oncology II
526	Q9UPV0	Centrosomal protein of 164 kDa	CEP164	11	117185273	117283984	Inflammation
527	Q5SW79	Centrosomal protein of 170 kDa	CEP170	1	243287730	243418650	Cardiometabolic II
528	Q96NB1	Centrosomal protein 20	CEP20	16	15959577	15982482	Oncology
529	O15078	Centrosomal protein of 290 kDa	CEP290	12	88442793	88535993	Oncology II
530	Q5VT06	Centrosome-associated protein 350	CEP350	1	179923873	180084015	Oncology II
531	O95684	Centrosomal protein 43	CEP43	6	167412670	167466201	Cardiometabolic
532	Q6P2H3	Centrosomal protein of 85 kDa	CEP85	1	26560691	26605299	Oncology
533	Q9Y5P4	Ceramide transfer protein	CERT	5	74664311	74807963	Neurology
534	P23141	Liver carboxylesterase 1	CES1	16	55836763	55867249	Cardiometabolic
535	O00748	Cocaine esterase	CES2	16	66968347	66978999	Oncology
536	Q6UWW8	Carboxylesterase 3	CES3	16	66995140	67009051	Oncology
537	P41208	Centrin-2	CETN2	X	151995517	151999321	Neurology
538	O15182	Centrin-3	CETN3	5	89688078	89705603	Oncology II
539	P00751	Complement factor B	CFB	6	31895475	31919861	Inflammation II
540	P0CG37	Cryptic protein	CFC1	2	131350339	131357123	Oncology
541	P00746	Complement factor D	CFD	19	859453	863453	Inflammation II
542	P08603	Complement factor H	CFH	1	196621008	196716634	Inflammation II
543	P36980	Complement factor H-related protein 2	CFHR2	1	196788898	196928356	Inflammation II
544	Q92496	Complement factor H-related protein 4	CFHR4	1	196819371	196888102	Inflammation II
